,urname,svname,rkpo,characterId,adventurename,adventurelevel,resist,physical_defense,magical_defense,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
1786,렉븜띠,cain,"33,209",1429111e45197fce60a1edc34ccd4df5,김또티,37.0,116.0,22.5,31.4,결전의 로드 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,옵티컬 컴뱃 글래스,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
1787,Busterbusty,cain,"33,209",0389b6c4a590eecaab03e6a79d663197,Comerzz,38.0,54.0,28.7,31.4,,,,,,,,,,,,,
1788,청주최고웨펀,anton,"33,209",019e320f842ab0ee754578a848a5f0e3,간기남,39.0,54.0,38.0,38.8,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,저주받은 마음,폭풍을 삼킨 에너지,
1789,프로시,diregie,"33,209",d1169f763f8481c10a0a87aed0b3b7ac,GIWOOGI,39.0,150.0,35.5,33.6,근원을 삼킨 대검,탐험가의 노련한 코트,아픔을 감싸는 위엄,평화를 수호하는 윙 레깅스,과거를 뒤로 한 전진,파괴된 신념,엔트 정령의 목걸이,흑화의 구속 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,황혼의 성단,천계 연합군 : 밝게 빛나는 희망
1790,덕배짱,prey,"33,209",cb8e213fa17e0369ce1d1172362bc2b6,강덕배모험단,37.0,85.0,26.9,31.3,,,,,,,,,,,,,
1791,참숯직화구이,hilder,"33,209",74982ba04767432f2f381e188eb8bd1d,애기븝미쨩,39.0,69.0,31.8,29.7,,,,,,,,,,,,,
1792,수속성핍,prey,"33,208",7e7265d52906fe5de9bebd915e3f0da6,핍,40.0,48.0,32.9,39.6,근원을 삼킨 로드,리버시블 레더 코트,아픔을 감싸는 위엄,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
1793,마들렌_,hilder,"33,208",a47ba27931f224cd3443c2319163b868,RESTAURANTE,39.0,125.0,35.8,31.4,결전의 십자가 - 크루세이더(여),엔트 정령의 상의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
1794,백하윤,cain,"33,208",a1c758c882164a12b6fe0a670a6cc807,백씨가문,39.0,44.0,41.2,39.4,결전의 도 - 다크템플러,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
1795,천벌받으리,cain,"33,208",8ff10b7fb3599833c7eb4c2f705b394d,죄지은자,1.0,129.0,31.9,28.4,,,,,,,,,,,,,
1796,악동매딕,cain,"33,208",a64891783eda5c82e9435e4ab218ee4e,악동리스트,40.0,136.0,41.3,37.8,,,,,,,,,,,,,
1797,군산검마,casillas,"33,208",ab5501e4c6d5fe3a8eb7268600f1e885,과부하,41.0,76.0,28.1,25.8,,,,,,,,,,,,,
1798,섈린느,cain,"33,208",62609ef59c6b00801923d7336be1d497,부티크,36.0,129.0,38.7,42.2,근원을 삼킨 보우건,블루 베릴 아머,아픔을 감싸는 위엄,로보티카 컴뱃 팬츠,과거를 뒤로 한 전진,마땅한 본분,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,천계 연합군 : 밝게 빛나는 희망
1799,뮤직박스,bakal,"33,208",432612f41860094b6979ef81aaee2343,행복한사과,35.0,50.0,31.6,37.2,결전의 선현궁 - 뮤즈,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,생명이 깃든 초록빛 액체,용살자의 증표 - 용린 귀걸이,
1800,안뷰,diregie,"33,208",4bcc6a900c44b3c226f2b4b82bd07823,그립습니다박사붐,39.0,89.0,30.2,35.4,,,,,,,,,,,,,
1801,귀요미찌,cain,"33,208",48e3cc203be009305765db1e585f6b3b,승단장,40.0,92.0,31.4,33.7,근원을 삼킨 스태프,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
1802,미니븝퍼,bakal,"33,208",491640b73aaa6e417767a87b3949088a,S2행복축복S2,41.0,46.0,30.4,30.1,결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,파워 네비게이트 팩,고통의 상처,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
1803,눈높이삼촌,siroco,"33,208",d1b5f97791c742a5b587efee51ae353a,눈높이교수,41.0,34.0,33.2,32.2,,,,,,,,,,,,,
1804,EX-Nm,prey,"33,208",079b4ac957e734a841585fbf6c27880e,RX78,42.0,181.0,25.1,32.1,,,,,,,,,,,,,
1805,『산드리아』,cain,"33,207",0e48c285940790734f43aba4e3ebde98,써니사이드,40.0,69.0,28.3,30.8,,,,,,,,,,,,,
1806,복숭아중독자,bakal,"33,207",65b57400d2dfd131567ac1deeb4f096b,과일시리즈,38.0,4.0,25.4,30.6,,,,,,,,,,,,,
1807,귀신련,cain,"33,207",59eac6777f628accf8aa989df6d18aea,키타키타,39.0,29.0,32.4,36.5,결전의 도 - 검귀,리버시블 레더 코트,매니퓰레이션,악몽을 이겨낸 승전보,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
1808,바나나오만원,prey,"33,207",586ce62c6070a7738f98a89276d5808f,바나나팔아요,41.0,64.0,17.4,26.9,,,,,,,,,,,,,
1809,Dcentraland,cain,"33,207",a27a12c91d96e910d40a95d83d84bce0,깐부협회아잉교,36.0,59.0,34.3,38.2,,,,,,,,,,,,,
1810,프라임로봇왕,hilder,"33,207",8978cae860a37fc88b33027676d45032,붉은모험단DF,46.0,94.0,35.7,42.4,,,,,,,,,,,,,
1811,악마심판,cain,"33,207",843b0b4d69fb7b7d130675605b268d6d,예체능,40.0,44.0,40.2,39.0,근원을 삼킨 배틀액스,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
1812,onuz,cain,"33,207",77a71c61411f64ea9d1634ead6e75323,zi존주노,38.0,99.0,32.3,29.1,,,,,,,,,,,,,
1813,Secs:Weaver,diregie,"33,207",f0535d1914aba62aa06755bdd4c638aa,김전일과코난,39.0,86.0,44.3,44.0,근원을 삼킨 핸드캐넌,어릴적 꿈꿔온 무대,화려한 청색의 음율,로보티카 컴뱃 팬츠,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,에너지 서치 링,꿈같은 환호성,두근거리는 열정,인력의 법칙,
1814,마녀버퍼,cain,"33,207",e38b862d33b437d92aecc6df09ad3311,Herero,36.0,89.0,30.5,27.4,,,,,,,,,,,,,
1815,변태천국,cain,"33,207",fbafa76343e6f94da7faaf7b347eef59,흑십자회,43.0,36.0,32.5,30.3,근원을 삼킨 십자가,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,골드 윙 반지,생명이 담긴 잔,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
1816,지니고수,prey,"33,207",eeec159d1e5cf41b768d6ca94668da76,Soleus,38.0,79.0,25.4,30.4,,,,,,,,,,,,,
1817,세류,prey,"33,207",f6ad74c030fa3c698c9321664f309ae6,칙사,43.0,54.0,32.3,36.7,,,,,,,,,,,,,
1818,Scud_소마,cain,"33,207",aac34c9ea04b313186f134ac6e3faedc,Scud스커드,40.0,79.0,29.7,32.3,,,,,,,,,,,,,
1819,光輝念神帝,cain,"33,207",b9b0ddd91a80a7649d79f4075535eb9c,몰타,42.0,99.0,33.0,38.7,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
1820,약캐정점크루,cain,"33,207",25f4e748ac9ae41c499d49cfc14a23ee,이원만사망,39.0,-11.0,24.9,28.9,근원을 삼킨 낫,엔트 정령의 상의,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,고양된 분노의 목걸이,미니어쳐 헤드셋 암릿,골드 윙 반지,굴착 강화 파츠,지상형 : 전술 차륜 드론,아크로매틱 룸버스,진룡 : 무거운 철의 투지
1821,난로제,diregie,"33,207",5122b2faf7205996388e6b54dab25f0a,KingJN,39.0,79.0,28.3,32.8,,,,,,,,,,,,,
1822,사람연기,diregie,"33,207",41553af5c6a331184f201858b39054ec,빨간코고양이,39.0,135.0,30.0,36.4,,,,,,,,,,,,,
1823,어둠의나래핌,prey,"33,207",d65afc0001ed18312388a6140a473c3a,나래모험단03,16.0,114.0,36.7,33.7,,,,,,,,,,,,,
1824,고행의아리아,siroco,"33,207",c0c6f45d67fddf3ac8058af106a69e81,제설작전,42.0,99.0,32.9,28.2,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,엑셀러레이터,쿨링 서포트 벨트,절대감각의 방위구,포인트 레이더 암릿,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
1825,여린대암º,cain,"33,207",c2c7323cc21ef55b018857686e1dd09e,옹알촌,38.0,89.0,36.2,33.0,,,,,,,,,,,,,
1826,베메커여웡,diregie,"33,207",da2f01c9c0e5d0ce1a2b951d71070a6f,twtwww,35.0,153.0,21.7,29.9,,,,,,,,,,,,,
1827,루이나도서관,hilder,"33,207",cf060adda5bf3b78df07c0e388ae7503,캣카페,41.0,89.0,37.3,34.1,,,,,,,,,,,,,
1828,남매식당,cain,"33,207",ce944a6a91b05e702074edb336f19c9b,빵꿉동,35.0,69.0,33.1,34.6,,,,,,,,,,,,,
1829,ㅡ*,cain,"33,206",cf4e266f2c77666b84acaf6ef715c40c,왁킹,39.0,39.0,38.0,34.4,,,,,,,,,,,,,
1830,양아치로드,bakal,"33,206",d784b7e74b545d3c99d1c6482c432502,오징어조상,39.0,44.0,22.2,31.3,,,,,,,,,,,,,
1831,로스사슴라플,cain,"33,206",d0378e7e0530069dadb5033f338c2d99,Minfp,41.0,119.0,39.9,36.0,,,,,,,,,,,,,
1832,아즈교수,cain,"33,206",c52ed49076cec71497fd037650e2057b,프리아재,41.0,54.0,32.3,28.3,,,,,,,,,,,,,
1833,공돌눈꽃,bakal,"33,206",1815911df0dd5018866233071bf9af54,Twitch0눈꽃0,40.0,76.0,30.8,37.2,,,,,,,,,,,,,
1834,이웃집븝퍼,cain,"33,206",60e1664ae66465f6fb00fcad26ac6db9,프로젝트이웃집,38.0,89.0,32.1,28.0,결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
1835,츤데레하앍♡,cain,"33,206",54b2542e40fb5e64a07504146cb96d0f,이차원모험가,41.0,134.0,36.1,34.7,결전의 십자가 - 크루세이더(남),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
1836,딜버프조무사,cain,"33,206",64dee7da1ed0996949b9a7265a682989,레미디아의성역,38.0,126.0,33.7,39.3,결전의 너클 - 넨마스터(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,에너지 서치 링,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
1837,잠자는조개,anton,"33,206",86742d9560cd98c548e70d0983a00219,디자인하늘,37.0,49.0,33.3,33.3,,,,,,,,,,,,,
1838,핑크슈가,prey,"33,206",6e484bbb04e16d3be28a1c9c1d27183f,나이트상향좀,41.0,136.0,30.6,30.3,결전의 소검 - 카오스,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,주인의 각인,금룡 : 무한한 빛의 결계
1839,솔플전용직업,cain,"33,206",70337c87711e001a57686a60c3a4d412,Mint초코단,44.0,76.0,29.4,36.5,결전의 자동권총 - 메카닉(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,이온화조정 팔찌,뚜렷해지는 소멸된 사념,생명이 담긴 잔,어둠을 먹는 심장,인력의 법칙,금룡 : 무한한 빛의 결계
1840,D.won,hilder,"33,206",7cde357e5e854664915fead66b7a76d4,DmaNa,36.0,19.0,34.0,33.8,,,,,,,,,,,,,
1841,[밋티],bakal,"33,206",4790ebf8cb50b7fa81d071540f58ebd8,오늘도즐거운,38.0,-36.0,35.4,40.3,결전의 리볼버 - 레인저(여),엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
1842,뇌격다랜,hilder,"33,206",4f3c3adfe079900b07798937abc8bcd3,다랜전기,39.0,129.0,33.4,31.3,,,,,,,,,,,,,
1843,명왕상향,hilder,"33,206",377e8f76227e7ad056805fcb0f0e549e,상향기원,39.0,54.0,37.4,36.3,근원을 삼킨 클로,탐험가의 노련한 코트,유쾌함 속의 열망,로보티카 컴뱃 팬츠,과거를 뒤로 한 전진,파괴된 신념,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,평화를 위한 투쟁,들이치는 희미한 탄식,
1844,민디사,cain,"33,206",32750c255d289c9c64842fc28f9a601e,Coelum,37.0,44.0,32.9,34.8,,,,,,,,,,,,,
1845,완두콩,cain,"33,206",32b6179fc231eebc46497609f21462f8,투명,39.0,124.0,37.8,39.2,,,,,,,,,,,,,
1846,Proto_9029,hilder,"33,206",2b23ecadd5400c74e2760ed78e2a657c,용드,40.0,69.0,27.2,32.6,,,,,,,,,,,,,
1847,돌이소옹돌이,cain,"33,206",27916785ef956dc774db11f81d93c1dd,박소옹,38.0,85.0,21.4,29.9,,,,,,,,,,,,,
1848,두수라발발타,cain,"33,206",339d95f2176fb95c19bc6e93600b2b35,너란남자서강준,37.0,89.0,37.4,34.6,,,,,,,,,,,,,
1849,사나이사나삼,casillas,"33,205",32b01092af0d8034cdd183352c02e05d,양치는하루한번,22.0,54.0,36.4,37.3,,,,,,,,,,,,,
1850,골드를벌어라,cain,"33,205",2142c757c43fc7849db29f3e3696779c,현타클로스,19.0,62.0,31.2,26.9,,,,,,,,,,,,,
1851,킹피언,anton,"33,205",62c011c4a40888f5def6b9a2df60c806,전국검신연합,40.0,107.0,37.6,39.1,근원을 삼킨 권투글러브,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
1852,_Leviathan_,casillas,"33,205",640bbf0405e842be944fc3311c6ecac7,신선한야채,37.0,109.0,33.5,32.7,,,,,,,,,,,,,
1853,넨마뿌셔,cain,"33,205",5f88d57061df4355f1ab583cf3437319,판다네모험단,38.0,161.0,35.0,37.1,,,,,,,,,,,,,
1854,레즈처음봐?!,siroco,"33,205",8f0567413ec8f603385c829ae6bcc6b3,니얼굴봐,38.0,88.0,29.2,33.9,,,,,,,,,,,,,
1855,뒷태머신,hilder,"33,205",8e5d296f751ba8e5e0f6f2b741114389,지구구조대,39.0,54.0,28.7,30.7,,,,,,,,,,,,,
1856,커여운독린이,cain,"33,205",a092a423d816fa0a33420c3bc6d45a3e,갓망,40.0,89.0,37.3,37.9,근원을 삼킨 클로,천지를 흔드는 석갑,오염된 빙석 견갑,압도하는 힘의 하갑,소망을 향한 움직임,파괴된 신념,디젯 퓨즈 초크,골렘의 핵 팔찌,어댑터블 투톤 링,생명이 담긴 잔,평화를 위한 투쟁,초소형 GPS,
1857,이구님,cain,"33,205",9be08fe48f7523152a927e3aedb0ffaa,앗살라마라이쿵,11.0,69.0,32.6,36.7,근원을 삼킨 도,탐험가의 노련한 코트,빛을 잃은 진실,깨지지 않는 빛바랜 신념,일렉트릭 프루프 부츠,파괴된 신념,고양된 분노의 목걸이,흑화의 구속 팔찌,핏빛의 결정 반지,옵티컬 컴뱃 글래스,평화를 위한 투쟁,하늘에 휘날리는 깃털,
1858,첫번째사령,cain,"33,205",93314243b728e9d9cae6a285fa2a0185,홍끼히모험단,38.0,59.0,23.4,26.2,,,,,,,,,,,,,
1859,㏆웨펀마스터,casillas,"33,205",c7a0946b9972e8b790933526881f213c,소환물,40.0,89.0,31.8,33.0,,,,,,,,,,,,,
1860,줘패는히스마,cain,"33,205",cbb21d3c34eb57411b5e60a6926c74ca,광룡히스마,41.0,49.0,34.5,34.2,결전의 염주 - 퇴마사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,약동하는 생명의 고동,이온화조정 팔찌,수호룡의 비호 - 축복,죽음을 부르는 관,생명이 깃든 초록빛 액체,황혼의 성단,금룡 : 무한한 빛의 결계
1861,사육실장,bakal,"33,205",e0439149ba6dbe337c19f0acc10532e5,들실장,37.0,59.0,29.0,33.6,,,,,,,,,,,,,
1862,샤라페,siroco,"33,205",e92023eb2252465bfbf0919945190a1d,누루,18.0,116.0,17.0,27.2,근원을 삼킨 스태프,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,서드 스페이드 - 데스,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
1863,팔도유랑기,prey,"33,205",0c56b28a73e487952ab75c7cb32c30a1,담팟유니버스,38.0,86.0,28.4,33.5,,,,,,,,,,,,,
1864,[TX]타나토스,prey,"33,205",09c62ca6cf83afe79fe37833deec8dc5,mo니,15.0,123.0,21.9,30.8,,,,,,,,,,,,,
1865,리퍼틀니,cain,"33,205",156bbca0949074a4cc5dbd96909348b6,틀니패밀리,41.0,79.0,35.5,39.5,근원을 삼킨 단검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
1866,돌연사할래양,casillas,"33,205",1332acbf9779cb3740371037619cb12b,쿠로다테하루나,39.0,59.0,38.2,36.3,,,,,,,,,,,,,
1867,종서검신,cain,"33,205",37c9b994e0b6be815a5833ef429b0b7a,뽀무,38.0,54.0,29.7,31.0,,,,,,,,,,,,,
1868,태파리요,cain,"33,205",42739f085ce22bb2b4528decd3aeeb35,태파리요,36.0,-6.0,29.0,34.1,,,,,,,,,,,,,
1869,쑈제,prey,"33,205",3bb1f0b808c238aea1e1cf51d340a7fa,쑈부,40.0,44.0,36.9,37.1,,,,,,,,,,,,,
1870,광기업,cain,"33,205",457d5f2d33055dc8741e1e8ca067432d,쏘잇,32.0,94.0,32.5,28.9,,,,,,,,,,,,,
1871,엔카이리디언,bakal,"33,205",b20eec73c8754ef897f3bef0e6f98e69,마츠다세이코,42.0,100.0,26.9,30.1,결전의 소검 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,뚜렷해지는 소멸된 사념,굴착 강화 파츠,어둠을 먹는 심장,용살자의 증표 - 용린 귀걸이,금룡 : 무한한 빛의 결계
1872,간장법사2,casillas,"33,205",ad002d7897fed969710d0e76c825ffe6,장모임3,37.0,119.0,29.1,34.8,결전의 봉 - 스위프트 마스터,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,
1873,샤이나◆,hilder,"33,205",81af421507dfff1d499c314f4e66a7c1,은빛셀린,39.0,119.0,32.5,32.1,,,,,,,,,,,,,
1874,솬사니연,prey,"33,205",7fb37950382fddc024271f7d438f5f2b,Bros브로스,43.0,191.0,24.4,31.5,,,,,,,,,,,,,
1875,퇴사희망자,siroco,"33,205",813a35e36bdeadc347b0bc84a3685fd2,ㅤㅃㅘㅋ유맨,16.0,24.0,30.9,29.8,,,,,,,,,,,,,
1876,닉네임을팔았,bakal,"33,204",7bbd0e2c4af9d964cc38652120482be3,결투장충,37.0,-26.0,30.3,34.7,,,,,,,,,,,,,
1877,99강화나무몽,cain,"33,204",81f4d10095c97fd50e55482dd180bf21,캬아악퉤엣,31.0,109.0,37.8,33.5,,,,,,,,,,,,,
1878,블레이드+,siroco,"33,204",7295c06b1fdd6f06ddfa07e8295f2427,하고하고,31.0,69.0,24.5,30.2,,,,,,,,,,,,,
